9408 21 32 14 0.200000
15.590692,0.200000,0.200000,0.200000
15.058993,0.200000,0.400000,0.200000
14.490927,0.200000,0.600000,0.200000
13.888466,0.200000,0.800000,0.200000
13.254088,0.200000,1.000000,0.200000
12.590643,0.200000,1.200000,0.200000
11.901217,0.200000,1.400000,0.200000
11.189011,0.200000,1.600000,0.200000
10.457238,0.200000,1.800000,0.200000
9.709049,0.200000,2.000000,0.200000
8.947482,0.200000,2.200000,0.200000
8.175427,0.200000,2.400000,0.200000
7.395614,0.200000,2.600000,0.200000
6.610608,0.200000,2.800000,0.200000
5.822817,0.200000,3.000000,0.200000
5.034501,0.200000,3.200000,0.200000
4.247784,0.200000,3.400000,0.200000
3.464667,0.200000,3.600000,0.200000
2.687039,0.200000,3.800000,0.200000
1.916689,0.200000,4.000000,0.200000
1.155312,0.200000,4.200000,0.200000
0.404517,0.200000,4.400000,0.200000
-0.334174,0.200000,4.600000,0.200000
-1.059324,0.200000,4.800000,0.200000
-1.769583,0.200000,5.000000,0.200000
-2.463693,0.200000,5.200000,0.200000
-3.140496,0.200000,5.400000,0.200000
-3.798941,0.200000,5.600000,0.200000
-4.438092,0.200000,5.800000,0.200000
-5.057136,0.200000,6.000000,0.200000
-5.655391,0.200000,6.200000,0.200000
-6.232314,0.200000,6.400000,0.200000
15.237986,0.400000,0.200000,0.200000
14.700910,0.400000,0.400000,0.200000
14.127613,0.400000,0.600000,0.200000
13.520028,0.400000,0.800000,0.200000
12.880589,0.400000,1.000000,0.200000
12.212095,0.400000,1.200000,0.200000
11.517588,0.400000,1.400000,0.200000
10.800224,0.400000,1.600000,0.200000
10.063183,0.400000,1.800000,0.200000
9.309591,0.400000,2.000000,0.200000
8.542466,0.400000,2.200000,0.200000
7.764692,0.400000,2.400000,0.200000
6.978999,0.400000,2.600000,0.200000
6.187962,0.400000,2.800000,0.200000
5.394005,0.400000,3.000000,0.200000
4.599413,0.400000,3.200000,0.200000
3.806341,0.400000,3.400000,0.200000
3.016829,0.400000,3.600000,0.200000
2.232810,0.400000,3.800000,0.200000
1.456125,0.400000,4.000000,0.200000
0.688526,0.400000,4.200000,0.200000
-0.068317,0.400000,4.400000,0.200000
-0.812814,0.400000,4.600000,0.200000
-1.543459,0.400000,4.800000,0.200000
-2.258828,0.400000,5.000000,0.200000
-2.957592,0.400000,5.200000,0.200000
-3.638521,0.400000,5.400000,0.200000
-4.300495,0.400000,5.600000,0.200000
-4.942514,0.400000,5.800000,0.200000
-5.563710,0.400000,6.000000,0.200000
-6.163355,0.400000,6.200000,0.200000
-6.740871,0.400000,6.400000,0.200000
14.854697,0.600000,0.200000,0.200000
14.312653,0.600000,0.400000,0.200000
13.734723,0.600000,0.600000,0.200000
13.122779,0.600000,0.800000,0.200000
12.479182,0.600000,1.000000,0.200000
11.806653,0.600000,1.200000,0.200000
11.108154,0.600000,1.400000,0.200000
10.386773,0.600000,1.600000,0.200000
9.645628,0.600000,1.800000,0.200000
8.887796,0.600000,2.000000,0.200000
8.116259,0.600000,2.200000,0.200000
7.333878,0.600000,2.400000,0.200000
6.543373,0.600000,2.600000,0.200000
5.747318,0.600000,2.800000,0.200000
4.948149,0.600000,3.000000,0.200000
4.148171,0.600000,3.200000,0.200000
3.349570,0.600000,3.400000,0.200000
2.554421,0.600000,3.600000,0.200000
1.764706,0.600000,3.800000,0.200000
0.982318,0.600000,4.000000,0.200000
0.209069,0.600000,4.200000,0.200000
-0.553302,0.600000,4.400000,0.200000
-1.303135,0.600000,4.600000,0.200000
-2.038845,0.600000,4.800000,0.200000
-2.758930,0.600000,5.000000,0.200000
-3.461980,0.600000,5.200000,0.200000
-4.146683,0.600000,5.400000,0.200000
-4.811842,0.600000,5.600000,0.200000
-5.456387,0.600000,5.800000,0.200000
-6.079385,0.600000,6.000000,0.200000
-6.680055,0.600000,6.200000,0.200000
-7.257779,0.600000,6.400000,0.200000
14.442864,0.800000,0.200000,0.200000
13.896245,0.800000,0.400000,0.200000
13.314243,0.800000,0.600000,0.200000
12.698653,0.800000,0.800000,0.200000
12.051738,0.800000,1.000000,0.200000
11.376116,0.800000,1.200000,0.200000
10.674643,0.800000,1.400000,0.200000
9.950313,0.800000,1.600000,0.200000
9.206157,0.800000,1.800000,0.200000
8.445184,0.800000,2.000000,0.200000
7.670324,0.800000,2.200000,0.200000
6.884398,0.800000,2.400000,0.200000
6.090104,0.800000,2.600000,0.200000
5.290008,0.800000,2.800000,0.200000
4.486551,0.800000,3.000000,0.200000
3.682053,0.800000,3.200000,0.200000
2.878725,0.800000,3.400000,0.200000
2.078682,0.800000,3.600000,0.200000
1.283950,0.800000,3.800000,0.200000
0.496478,0.800000,4.000000,0.200000
-0.281859,0.800000,4.200000,0.200000
-1.049252,0.800000,4.400000,0.200000
-1.803963,0.800000,4.600000,0.200000
-2.544322,0.800000,4.800000,0.200000
-3.268743,0.800000,5.000000,0.200000
-3.975723,0.800000,5.200000,0.200000
-4.663864,0.800000,5.400000,0.200000
-5.331881,0.800000,5.600000,0.200000
-5.978624,0.800000,5.800000,0.200000
-6.603087,0.800000,6.000000,0.200000
-7.204430,0.800000,6.200000,0.200000
-7.781987,0.800000,6.400000,0.200000
14.005005,1.000000,0.200000,0.200000
13.454181,1.000000,0.400000,0.200000
12.868623,1.000000,0.600000,0.200000
12.250030,1.000000,0.800000,0.200000
11.600554,1.000000,1.000000,0.200000
10.922686,1.000000,1.200000,0.200000
10.219161,1.000000,1.400000,0.200000
9.492850,1.000000,1.600000,0.200000
8.746685,1.000000,1.800000,0.200000
7.983585,1.000000,2.000000,0.200000
7.206411,1.000000,2.200000,0.200000
6.417932,1.000000,2.400000,0.200000
5.620813,1.000000,2.600000,0.200000
4.817603,1.000000,2.800000,0.200000
4.010737,1.000000,3.000000,0.200000
3.202547,1.000000,3.200000,0.200000
2.395268,1.000000,3.400000,0.200000
1.591047,1.000000,3.600000,0.200000
0.791956,1.000000,3.800000,0.200000
0.000000,1.000000,4.000000,0.200000
-0.782881,1.000000,4.200000,0.200000
-1.554804,1.000000,4.400000,0.200000
-2.313948,1.000000,4.600000,0.200000
-3.058557,1.000000,4.800000,0.200000
-3.786946,1.000000,5.000000,0.200000
-4.497519,1.000000,5.200000,0.200000
-5.188777,1.000000,5.400000,0.200000
-5.859341,1.000000,5.600000,0.200000
-6.507969,1.000000,5.800000,0.200000
-7.133577,1.000000,6.000000,0.200000
-7.735254,1.000000,6.200000,0.200000
-8.312282,1.000000,6.400000,0.200000
13.543984,1.200000,0.200000,0.200000
12.989301,1.200000,0.400000,0.200000
12.400646,1.200000,0.600000,0.200000
11.779620,1.200000,0.800000,0.200000
11.128245,1.200000,1.000000,0.200000
10.448876,1.200000,1.200000,0.200000
9.744106,1.200000,1.400000,0.200000
9.016676,1.200000,1.600000,0.200000
8.269396,1.200000,1.800000,0.200000
7.505082,1.200000,2.000000,0.200000
6.726512,1.200000,2.200000,0.200000
5.936391,1.200000,2.400000,0.200000
5.137339,1.200000,2.600000,0.200000
4.331877,1.200000,2.800000,0.200000
3.522430,1.200000,3.000000,0.200000
2.711334,1.200000,3.200000,0.200000
1.900841,1.200000,3.400000,0.200000
1.093129,1.200000,3.600000,0.200000
0.290315,1.200000,3.800000,0.200000
-0.505545,1.200000,4.000000,0.200000
-1.292441,1.200000,4.200000,0.200000
-2.068418,1.200000,4.400000,0.200000
-2.831566,1.200000,4.600000,0.200000
-3.580036,1.200000,4.800000,0.200000
-4.312043,1.200000,5.000000,0.200000
-5.025885,1.200000,5.200000,0.200000
-5.719955,1.200000,5.400000,0.200000
-6.392770,1.200000,5.600000,0.200000
-7.042989,1.200000,5.800000,0.200000
-7.669435,1.200000,6.000000,0.200000
-8.271123,1.200000,6.200000,0.200000
-8.847276,1.200000,6.400000,0.200000
13.062869,1.400000,0.200000,0.200000
12.504649,1.400000,0.400000,0.200000
11.913307,1.400000,0.600000,0.200000
11.290338,1.400000,0.800000,0.200000
10.637634,1.400000,1.000000,0.200000
9.957402,1.400000,1.200000,0.200000
9.252087,1.400000,1.400000,0.200000
8.524283,1.400000,1.600000,0.200000
7.776671,1.400000,1.800000,0.200000
7.011951,1.400000,2.000000,0.200000
6.232805,1.400000,2.200000,0.200000
5.441866,1.400000,2.400000,0.200000
4.641696,1.400000,2.600000,0.200000
3.834780,1.400000,2.800000,0.200000
3.023524,1.400000,3.000000,0.200000
2.210260,1.400000,3.200000,0.200000
1.397254,1.400000,3.400000,0.200000
0.586709,1.400000,3.600000,0.200000
-0.219219,1.400000,3.800000,0.200000
-1.018420,1.400000,4.000000,0.200000
-1.808820,1.400000,4.200000,0.200000
-2.588385,1.400000,4.400000,0.200000
-3.355120,1.400000,4.600000,0.200000
-4.107074,1.400000,4.800000,0.200000
